nome;jogos_jogados;ama;taxa_vitoria;taxa_escolha;taxa_banimento;cs;ouro;region;tier
Karma;112;3.03:1;52.68%;12.93%;7.73%;45.65;8.007;br;challenger
Xin Zhao;111;2.91:1;51.35%;12.81%;1.79%;170.69;11.444;br;challenger
Ezreal;110;2.30:1;49.09%;12.65%;7.66%;210.09;11.920;br;challenger
Azir;107;2.43:1;45.79%;12.89%;1.24%;235.07;12.855;br;challenger
Jax;107;2.04:1;50.47%;12.35%;14.07%;186.69;11.820;br;challenger
Kayn;107;2.82:1;56.07%;12.31%;11.66%;183.84;11.926;br;challenger
Vladimir;106;2.21:1;51.89%;12.19%;27.95%;206.45;11.554;br;challenger
Neeko;106;2.99:1;53.77%;12.24%;2.91%;91.43;9.687;br;challenger
Lucian;104;2.31:1;48.08%;12.01%;8.7%;217.8;12.391;br;challenger
Alistar;104;3.12:1;56.73%;11.96%;2.92%;21.38;7.905;br;challenger
Ashe;96;2.29:1;54.17%;12.32%;0.45%;197.58;11.469;br;challenger
Poppy;95;2.79:1;54.74%;10.93%;8.73%;84.85;9.373;br;challenger
Gnar;92;2.10:1;51.09%;11.63%;0.96%;201.79;11.748;br;challenger
Nautilus;90;2.26:1;38.89%;10.39%;5.06%;32.2;7.751;br;challenger
Lee Sin;89;2.83:1;46.07%;10.24%;17.07%;166.83;11.378;br;challenger
Jayce;88;1.92:1;48.86%;10.12%;13.97%;224.08;12.698;br;challenger
Cassiopeia;87;2.19:1;52.87%;10.04%;1.18%;209.15;12.129;br;challenger
Viego;86;2.72:1;47.67%;9.89%;2.61%;191.65;12.845;br;challenger
Hwei;86;3.46:1;55.81%;10.34%;3.42%;213.85;12.016;br;challenger
Yone;84;1.65:1;41.67%;9.66%;1.78%;216.39;11.865;br;challenger
Rell;83;3.11:1;50.6%;9.55%;5.41%;24.05;7.880;br;challenger
Kayle;83;2.20:1;51.81%;11.06%;1.47%;232.6;12.675;br;challenger
Wukong;81;3.10:1;49.38%;9.35%;5.33%;175.32;11.875;br;challenger
Sett;80;2.20:1;52.5%;10.34%;1.05%;160.48;10.646;br;challenger
Nami;80;3.63:1;53.75%;9.2%;0.64%;22.19;7.479;br;challenger
Yasuo;78;1.62:1;47.44%;8.97%;19.8%;218.82;12.024;br;challenger
Pantheon;78;3.19:1;58.97%;8.97%;3.8%;163.64;11.747;br;challenger
Talon;76;3.28:1;55.26%;8.74%;10.8%;215.26;13.407;br;challenger
Senna;75;3.35:1;49.33%;8.93%;0.36%;102.47;11.050;br;challenger
Naafiri;73;4.04:1;56.16%;8.4%;7.06%;190.63;12.660;br;challenger
Taliyah;73;3.24:1;58.9%;8.43%;1.57%;211.74;12.083;br;challenger
Rakan;72;3.19:1;43.06%;8.68%;0.37%;23;7.395;br;challenger
Jarvan IV;72;3.62:1;48.61%;8.67%;0.54%;180.01;11.957;br;challenger
Lux;70;2.50:1;51.43%;8.08%;2.12%;201.93;12.044;br;challenger
Akali;69;2.44:1;46.38%;7.96%;10.93%;186.09;11.200;br;challenger
Veigar;68;3.01:1;58.82%;9.27%;0.3%;194.74;11.775;br;challenger
Varus;67;2.53:1;50.75%;8.02%;2.81%;203.82;11.735;br;challenger
Vi;66;3.05:1;51.52%;8.28%;0.99%;166.42;10.769;br;challenger
Rek'Sai;66;4.51:1;53.03%;9.94%;1.32%;164.53;11.611;br;challenger
Milio;63;3.86:1;47.62%;7.25%;2.67%;25.24;7.352;br;challenger
Ahri;62;2.41:1;50%;7.13%;0.49%;187.05;10.702;br;challenger
Pyke;62;2.52:1;54.84%;7.16%;28.74%;30.61;9.452;br;challenger
Anivia;58;2.30:1;50%;6.7%;1.13%;174.93;10.367;br;challenger
Cho'Gath;58;2.12:1;55.17%;7.37%;0.57%;202.02;11.701;br;challenger
Galio;58;3.05:1;60.34%;6.7%;0.36%;180.26;10.138;br;challenger
Aphelios;57;1.73:1;52.63%;7.5%;0.45%;211.46;12.837;br;challenger
Kha'Zix;57;3.44:1;61.4%;7.16%;2.12%;194.74;12.624;br;challenger
Lulu;56;2.98:1;35.71%;6.75%;2.92%;24.7;7.634;br;challenger
Rengar;55;2.34:1;49.09%;6.33%;38.41%;196.62;12.578;br;challenger
Annie;53;2.14:1;43.4%;6.91%;0.99%;189.04;11.302;br;challenger
Renekton;53;1.84:1;47.17%;6.1%;13.11%;196.81;11.298;br;challenger
Sion;53;2.46:1;54.72%;6.97%;0.16%;200.64;11.457;br;challenger
Blitzcrank;53;3.13:1;60.38%;6.31%;3.01%;25.55;7.737;br;challenger
Sivir;52;2.79:1;38.46%;6%;2.02%;242.52;12.896;br;challenger
Nidalee;52;3.25:1;44.23%;6.29%;1.4%;154.29;11.387;br;challenger
Gangplank;52;2.54:1;48.08%;6%;1.65%;200.54;12.259;br;challenger
Zac;51;3.43:1;56.86%;5.89%;7.2%;174.55;10.613;br;challenger
Volibear;49;2.01:1;46.94%;5.66%;4.92%;177.65;11.081;br;challenger
Swain;49;2.96:1;57.14%;5.66%;0.17%;189.41;11.376;br;challenger
Thresh;48;2.74:1;43.75%;5.8%;0.53%;27.88;7.937;br;challenger
Aatrox;47;1.71:1;31.91%;5.41%;3.11%;197.72;11.296;br;challenger
Kled;46;1.92:1;50%;6.11%;0.28%;175.11;11.479;br;challenger
Zyra;45;2.69:1;44.44%;6.36%;0.16%;184.16;11.748;br;challenger
Quinn;45;2.52:1;66.67%;5.45%;2.55%;211.49;13.396;br;challenger
Tryndamere;44;2.20:1;54.55%;6.52%;0.49%;230.36;13.182;br;challenger
Rumble;43;2.01:1;39.53%;5.2%;0.39%;191.21;11.143;br;challenger
Fiora;43;1.93:1;48.84%;4.95%;8.52%;222.95;13.351;br;challenger
Master Yi;43;2.37:1;51.16%;4.95%;34.79%;199.67;12.913;br;challenger
Viktor;42;2.49:1;50%;4.85%;0.51%;217.26;11.956;br;challenger
Camille;42;2.32:1;50%;6.09%;0.46%;187.9;11.962;br;challenger
Teemo;42;3.08:1;54.76%;5.49%;4%;219.4;12.616;br;challenger
Jinx;42;2.91:1;57.14%;6.21%;0.19%;224.57;12.698;br;challenger
Briar;41;3.04:1;46.34%;5.17%;1.01%;161.56;11.641;br;challenger
Ziggs;41;2.90:1;48.78%;4.73%;1.28%;228.1;12.252;br;challenger
Zeri;41;2.10:1;48.78%;5.21%;0.04%;232.8;13.349;br;challenger
Vayne;41;2.56:1;58.54%;4.72%;2.5%;200.07;12.730;br;challenger
Trundle;40;2.88:1;40%;5.19%;1.54%;148.25;10.783;br;challenger
Smolder;39;1.78:1;43.59%;5.81%;0.42%;217.87;11.703;br;challenger
Katarina;38;2.14:1;55.26%;4.37%;20.06%;175;12.967;br;challenger
Nocturne;36;3.02:1;52.78%;5.56%;0.31%;183.83;11.199;br;challenger
Akshan;35;2.43:1;51.43%;4.3%;1.38%;187.51;12.000;br;challenger
Udyr;34;2.91:1;41.18%;3.91%;16.15%;186.71;11.800;br;challenger
Morgana;34;3.32:1;52.94%;4.26%;0.51%;155.09;9.885;br;challenger
Twisted Fate;34;3.40:1;58.82%;5.23%;0.43%;196.21;12.718;br;challenger
Braum;34;3.18:1;64.71%;4.07%;0.62%;23.82;7.862;br;challenger
Irelia;33;1.36:1;48.48%;3.8%;5.2%;215.76;12.126;br;challenger
Mel;33;2.70:1;48.48%;3.81%;8.52%;202.88;12.499;br;challenger
Taric;32;3.07:1;46.88%;5.68%;0.41%;39.03;8.381;br;challenger
Syndra;32;2.33:1;59.38%;4.39%;0.95%;208.91;11.611;br;challenger
Caitlyn;31;2.55:1;67.74%;3.58%;1.04%;212.9;11.493;br;challenger
Yorick;30;1.62:1;36.67%;3.45%;6.98%;207.2;12.007;br;challenger
Garen;29;1.70:1;44.83%;4.9%;0.61%;204.72;11.924;br;challenger
Gwen;29;1.41:1;48.28%;3.34%;6.05%;193.59;11.489;br;challenger
Mordekaiser;29;1.88:1;55.17%;4.16%;0.63%;178.28;10.200;br;challenger
Ivern;29;5.46:1;58.62%;4.01%;1.87%;113.62;9.275;br;challenger
K'Sante;28;2.13:1;35.71%;3.8%;1.07%;186.71;10.355;br;challenger
Soraka;25;3.15:1;44%;2.88%;2.75%;24.72;7.584;br;challenger
Tristana;25;2.12:1;48%;3.43%;0.29%;219;12.911;br;challenger
Miss Fortune;24;2.49:1;58.33%;3.51%;0.13%;234;13.642;br;challenger
Evelynn;24;6.36:1;58.33%;2.77%;3.67%;165.38;12.403;br;challenger
Gragas;23;2.10:1;47.83%;2.84%;0.58%;193.52;11.547;br;challenger
Leona;23;2.53:1;56.52%;3.93%;0.33%;23.61;7.448;br;challenger
Brand;23;2.59:1;60.87%;4.66%;0.22%;185.96;11.262;br;challenger
Shen;22;2.47:1;40.91%;3.06%;0.57%;134.36;9.646;br;challenger
Rammus;22;2.40:1;40.91%;2.65%;3.4%;191.14;10.989;br;challenger
Zoe;22;2.50:1;45.45%;3.59%;0.68%;178.64;11.106;br;challenger
Aurelion Sol;22;3.53:1;59.09%;3.68%;0.64%;216.23;12.315;br;challenger
Warwick;21;1.70:1;47.62%;3.71%;0.27%;172.43;11.108;br;challenger
Lillia;20;2.41:1;30%;2.58%;1.37%;195.3;11.579;br;challenger
Xayah;20;1.99:1;35%;4.34%;0.04%;203.15;11.976;br;challenger
Ekko;19;2.35:1;42.11%;2.19%;3.45%;199.95;12.423;br;challenger
Illaoi;19;1.91:1;52.63%;3.26%;0.15%;219.79;12.522;br;challenger
Skarner;18;4.45:1;61.11%;2.77%;0.6%;160.06;10.989;br;challenger
Diana;17;1.98:1;41.18%;3.1%;0.11%;170.59;11.905;br;challenger
Elise;15;2.13:1;46.67%;1.79%;4.08%;100.33;10.314;br;challenger
Kog'Maw;15;1.91:1;46.67%;1.88%;1.83%;175.07;10.920;br;challenger
Shaco;14;2.42:1;35.71%;1.61%;23.44%;115.86;10.693;br;challenger
Kalista;14;1.51:1;35.71%;2.02%;0.99%;206.43;12.582;br;challenger
Olaf;14;1.82:1;64.29%;3.17%;0.39%;189.64;12.948;br;challenger
Bel'Veth;14;4.02:1;64.29%;1.68%;3.27%;172.93;11.685;br;challenger
Vel'Koz;13;2.17:1;23.08%;2.53%;0.19%;184.77;12.103;br;challenger
LeBlanc;13;2.63:1;53.85%;1.5%;17.29%;139.38;10.921;br;challenger
Kennen;12;1.79:1;25%;1.86%;1.12%;186.92;11.707;br;challenger
Renata Glasc;12;2.74:1;33.33%;2.45%;0.12%;26.17;7.914;br;challenger
Janna;12;4.86:1;50%;3.35%;0.11%;24.08;7.668;br;challenger
Xerath;11;1.98:1;27.27%;2.14%;0.45%;168.73;10.354;br;challenger
Draven;11;1.72:1;27.27%;1.35%;3.7%;220.82;13.521;br;challenger
Dr. Mundo;11;3.20:1;45.45%;2.38%;0.28%;216.18;12.976;br;challenger
Kindred;11;2.54:1;54.55%;1.61%;1.05%;167.45;11.138;br;challenger
Yuumi;11;5.33:1;54.55%;2.25%;0.65%;15.55;7.973;br;challenger
Nunu & Willump;11;2.79:1;54.55%;2.51%;0.62%;151.36;9.612;br;challenger
Kassadin;10;1.84:1;30%;1.15%;12.73%;145.2;8.897;br;challenger
Darius;10;1.32:1;30%;1.15%;10.39%;204.7;12.422;br;challenger
Malphite;10;3.62:1;70%;1.15%;9.86%;192.9;11.480;br;challenger
Seraphine;10;6.25:1;80%;2.95%;0.35%;69.4;9.439;br;challenger
Karthus;9;1.71:1;22.22%;1.09%;6.36%;185;10.289;br;challenger
Nilah;9;1.41:1;33.33%;1.13%;3.22%;196.89;10.415;br;challenger
Samira;8;1.87:1;50%;1.38%;0.59%;220.13;13.702;br;challenger
Nasus;7;1.58:1;28.57%;1.66%;0.33%;182.71;10.873;br;challenger
Maokai;6;2.14:1;16.67%;2.54%;NaN%;91.33;8.802;br;challenger
Lissandra;6;1.80:1;16.67%;1.95%;0.26%;195.17;9.962;br;challenger
Twitch;5;1.03:1;20%;0.63%;1.86%;131.8;7.974;br;challenger
Graves;5;2.68:1;40%;3.22%;NaN%;140.4;10.268;br;challenger
Sejuani;5;4.43:1;60%;2.21%;0.13%;149.2;9.333;br;challenger
Amumu;5;2.93:1;60%;3.45%;NaN%;172;11.925;br;challenger
Ornn;5;2.77:1;60%;2.96%;0.3%;164;9.938;br;challenger
Hecarim;5;3.71:1;80%;0.6%;2.73%;198.6;12.902;br;challenger
Urgot;4;1.96:1;75%;2.36%;0.06%;197.75;12.600;br;challenger
Vex;3;3.39:1;66.67%;0.93%;0.49%;164.67;12.815;br;challenger
Malzahar;3;1.28:1;0%;0.93%;0.65%;191.33;11.251;br;challenger
Zilean;3;3.70:1;0%;0.58%;2.21%;20;5.676;br;challenger
Singed;1;0.62:1;0%;0.48%;0.29%;151;8.193;br;challenger
Heimerdinger;1;0.33:1;0%;0.83%;0.67%;167;7.700;br;challenger
Fiddlesticks;;NaN:1;0%;;1.05%;NaN;NaN;br;challenger
Fizz;;NaN:1;0%;;1.99%;NaN;NaN;br;challenger
Shyvana;;NaN:1;0%;;0.21%;NaN;NaN;br;challenger
Tahm Kench;;NaN:1;0%;;0.48%;NaN;NaN;br;challenger
