nome;jogos_jogados;ama;taxa_vitoria;taxa_escolha;taxa_banimento;cs;ouro;region;tier
Aphelios;1.766;2.06:1;50.91%;8.65%;2.04%;197.49;12.229;br;master
Akali;1.762;2.31:1;52.5%;8.63%;11.93%;179.76;11.697;br;master
Senna;1.753;3.04:1;54.25%;8.59%;1.73%;108.62;10.722;br;master
Jax;1.728;1.81:1;52.72%;8.47%;14.16%;184.79;11.965;br;master
Thresh;1.727;2.83:1;53.97%;8.46%;3.45%;30.18;8.166;br;master
Vayne;1.706;1.99:1;50.82%;8.36%;3.53%;187.65;12.111;br;master
Xin Zhao;1.701;2.37:1;49.44%;8.33%;4.34%;167.42;11.423;br;master
Bard;1.676;3.18:1;50.3%;8.21%;1.65%;27.4;8.675;br;master
Mel;1.666;2.37:1;46.82%;8.16%;19.9%;176.91;11.868;br;master
Jinx;1.666;2.24:1;51.5%;8.16%;0.84%;209.73;12.309;br;master
Kassadin;1.660;2.61:1;53.67%;8.13%;19.24%;189.1;12.103;br;master
Ashe;1.602;2.26:1;53.25%;7.85%;1.79%;187.51;11.524;br;master
Irelia;1.599;1.42:1;51.53%;7.84%;18.26%;225.01;13.026;br;master
Varus;1.595;2.30:1;50.78%;7.82%;2.42%;199.93;12.269;br;master
Smolder;1.571;2.23:1;50.1%;7.7%;2.13%;220.28;12.480;br;master
Volibear;1.568;2.31:1;52.49%;7.68%;6.82%;178.55;11.501;br;master
Quinn;1.499;2.35:1;57.04%;7.35%;5.34%;183.68;12.866;br;master
Rakan;1.445;3.28:1;54.19%;7.08%;0.51%;29.59;8.077;br;master
Katarina;1.436;2.52:1;53.34%;7.04%;14.37%;173.5;12.403;br;master
Renekton;1.432;1.87:1;50.21%;7.02%;8.16%;199.91;11.749;br;master
Mordekaiser;1.430;1.88:1;51.54%;7.01%;5.51%;187.71;11.621;br;master
Fiora;1.425;1.62:1;53.54%;6.98%;13.98%;200.8;12.554;br;master
Aurora;1.409;2.50:1;50.6%;6.9%;8.44%;190.04;11.627;br;master
Orianna;1.401;2.62:1;50.89%;6.86%;1.3%;201.01;11.506;br;master
Ryze;1.400;2.19:1;51.5%;6.86%;0.98%;216.08;11.975;br;master
Pantheon;1.397;2.23:1;50.25%;6.85%;5.01%;143.37;11.213;br;master
Gragas;1.392;2.45:1;54.24%;6.82%;2.41%;177.81;11.296;br;master
Seraphine;1.383;3.06:1;49.96%;6.78%;0.6%;91.33;9.317;br;master
Caitlyn;1.380;2.14:1;50.51%;6.76%;11.03%;204.43;12.526;br;master
Hwei;1.332;2.51:1;53.83%;6.53%;1.81%;192.88;11.375;br;master
Corki;1.330;2.33:1;50.9%;6.52%;0.79%;212.08;12.648;br;master
Kha'Zix;1.318;2.77:1;49.54%;6.46%;3.91%;183.12;12.622;br;master
Darius;1.298;1.91:1;51.85%;6.36%;15.88%;194.69;12.018;br;master
Udyr;1.292;2.85:1;53.79%;6.33%;5.86%;194.87;12.035;br;master
Janna;1.281;3.66:1;54.18%;6.28%;1.79%;26.54;8.076;br;master
Alistar;1.246;2.54:1;47.43%;6.11%;2.6%;25.18;7.703;br;master
Wukong;1.220;2.57:1;49.51%;5.98%;3.88%;169.71;11.621;br;master
Taliyah;1.213;2.47:1;49.79%;5.94%;1.83%;195.56;11.931;br;master
Riven;1.211;1.91:1;52.77%;5.93%;6.87%;192.74;12.132;br;master
Morgana;1.143;3.07:1;52.32%;5.6%;5.53%;110.76;9.846;br;master
Jarvan IV;1.138;3.38:1;49.82%;5.58%;1.81%;159.32;11.474;br;master
Rell;1.129;2.86:1;50.4%;5.53%;3.48%;25.5;8.112;br;master
Jayce;1.126;2.00:1;51.07%;5.52%;5.65%;202.91;12.200;br;master
Viktor;1.120;2.19:1;49.38%;5.49%;1.47%;202.18;11.515;br;master
Sett;1.102;1.66:1;51.45%;5.4%;0.85%;179.14;11.604;br;master
Pyke;1.099;2.24:1;48.59%;5.39%;23.71%;33.14;9.723;br;master
Akshan;1.098;2.47:1;53.83%;5.38%;2.71%;192.48;13.020;br;master
Master Yi;1.091;2.32:1;53.07%;5.35%;40.98%;189.11;12.815;br;master
Miss Fortune;1.084;2.34:1;50.46%;5.31%;0.55%;202.66;12.455;br;master
Diana;1.082;2.15:1;50.65%;5.3%;1.39%;191.82;12.433;br;master
Sion;1.076;1.95:1;48.79%;5.27%;0.44%;201.6;12.061;br;master
Twitch;1.054;2.32:1;52.56%;5.16%;4%;175.37;12.336;br;master
Hecarim;1.028;2.92:1;51.65%;5.04%;5.77%;199.84;12.259;br;master
Shaco;1.025;2.81:1;51.51%;5.02%;13.19%;153.16;11.954;br;master
Zoe;1.023;2.71:1;52.88%;5.01%;1.8%;157.39;11.287;br;master
Ziggs;1.017;2.55:1;53.1%;4.98%;0.54%;213.19;12.449;br;master
Gangplank;1.010;2.13:1;49.7%;4.95%;2.44%;211.64;13.555;br;master
Gnar;1.004;1.81:1;49.4%;4.92%;0.74%;192.31;11.495;br;master
Zeri;966;2.39:1;54.14%;4.73%;0.33%;223.59;13.283;br;master
Syndra;945;2.26:1;50.79%;4.63%;1.27%;198.64;12.088;br;master
LeBlanc;941;2.72:1;47.5%;4.61%;15.35%;169.6;11.470;br;master
Camille;935;1.96:1;50.8%;4.58%;1.26%;179.26;11.567;br;master
Azir;935;2.06:1;51.87%;4.58%;0.54%;210.7;12.000;br;master
Rumble;932;2.18:1;50.64%;4.57%;0.89%;185.39;11.538;br;master
Kayle;923;1.87:1;52.22%;4.52%;1.29%;220.93;12.553;br;master
Gwen;906;1.64:1;51.66%;4.44%;5.82%;199.27;12.258;br;master
Yuumi;893;4.26:1;45.35%;4.38%;2.2%;16.43;7.714;br;master
Karthus;872;2.32:1;54.36%;4.27%;4.3%;209.79;13.453;br;master
Galio;871;2.91:1;52.24%;4.27%;1.31%;166.47;10.389;br;master
Zilean;864;3.73:1;57.06%;4.23%;1.4%;85.59;9.002;br;master
Poppy;853;2.42:1;52.87%;4.18%;4.28%;121.76;10.161;br;master
Draven;848;2.12:1;51.77%;4.16%;8.75%;200.4;13.286;br;master
Kog'Maw;835;2.21:1;53.65%;4.09%;1.06%;198.34;12.621;br;master
Malzahar;826;2.17:1;48.31%;4.05%;2.03%;208.2;11.498;br;master
Tristana;818;2.27:1;50.86%;4.01%;0.52%;194.47;12.660;br;master
Malphite;818;2.44:1;52.93%;4.01%;8.94%;174.76;10.597;br;master
Yorick;817;1.76:1;48.23%;4%;8.12%;202.7;11.603;br;master
Xayah;807;2.32:1;52.79%;3.95%;0.91%;213.83;12.372;br;master
Nidalee;796;3.05:1;50.13%;3.92%;0.66%;148.26;11.559;br;master
Neeko;785;2.45:1;51.59%;3.85%;1.13%;64.95;9.096;br;master
Zyra;782;2.57:1;51.15%;3.83%;0.59%;134.6;10.685;br;master
K'Sante;767;2.05:1;49.02%;3.76%;1.06%;184.62;10.862;br;master
Braum;764;2.77:1;49.87%;3.74%;3.17%;25.16;7.709;br;master
Aurelion Sol;764;2.78:1;52.75%;3.74%;0.45%;193.87;12.178;br;master
Urgot;752;2.04:1;51.46%;3.7%;0.23%;195.34;12.146;br;master
Leona;751;2.62:1;54.86%;3.68%;1.44%;28.27;8.072;br;master
Rek'Sai;732;2.72:1;53.55%;3.59%;0.71%;171.11;12.132;br;master
Kennen;732;2.22:1;53.69%;3.59%;1.59%;180.25;11.606;br;master
Zac;725;2.98:1;52.83%;3.55%;1.5%;157.5;10.912;br;master
Annie;723;2.19:1;52.01%;3.54%;0.45%;171;10.936;br;master
Evelynn;719;3.35:1;48.96%;3.52%;4.03%;159.53;11.947;br;master
Warwick;715;2.29:1;56.22%;3.5%;0.87%;167.86;11.546;br;master
Xerath;714;3.30:1;53.36%;3.5%;0.43%;141.89;11.095;br;master
Anivia;711;2.77:1;52.46%;3.48%;1.33%;196.4;11.416;br;master
Blitzcrank;710;2.58:1;50.28%;3.48%;4.9%;27.7;8.202;br;master
Vel'Koz;665;2.24:1;50.53%;3.26%;0.2%;109.09;10.378;br;master
Veigar;665;2.39:1;51.13%;3.26%;0.14%;189.8;11.661;br;master
Kindred;665;2.56:1;53.98%;3.26%;2.21%;182.59;12.707;br;master
Singed;664;2.25:1;51.2%;3.25%;0.54%;213.37;11.710;br;master
Samira;646;2.31:1;50.31%;3.17%;3.73%;192.12;13.225;br;master
Vi;635;2.62:1;50.24%;3.11%;0.6%;170.04;11.803;br;master
Shen;627;2.91:1;51.83%;3.07%;0.66%;157.04;10.309;br;master
Ornn;620;2.48:1;49.84%;3.04%;0.08%;171.68;10.250;br;master
Garen;618;1.75:1;50.49%;3.03%;0.42%;207.3;12.329;br;master
Elise;600;2.58:1;54.17%;2.94%;1.01%;120.39;11.252;br;master
Twisted Fate;582;2.41:1;51.2%;2.85%;0.1%;185.37;12.486;br;master
Nilah;579;2.26:1;53.54%;2.84%;2.5%;193.79;12.511;br;master
Dr. Mundo;535;2.14:1;50.47%;2.62%;0.81%;196.99;11.522;br;master
Teemo;527;1.78:1;50.09%;2.58%;1.33%;181.38;11.451;br;master
Brand;513;2.27:1;55.17%;2.51%;0.26%;120.62;10.397;br;master
Cho'Gath;507;2.15:1;50.1%;2.48%;0.38%;188.75;11.712;br;master
Naafiri;504;2.94:1;49.01%;2.47%;4.56%;180.71;12.294;br;master
Swain;504;2.66:1;50.2%;2.47%;0.09%;121.74;10.085;br;master
Fiddlesticks;496;2.39:1;50.2%;2.43%;1.71%;145.48;10.895;br;master
Briar;491;2.15:1;50.92%;2.41%;1.3%;172.53;12.488;br;master
Ivern;488;4.19:1;56.35%;2.39%;0.57%;131.61;10.130;br;master
Tryndamere;485;1.78:1;49.07%;2.38%;0.76%;219.06;12.637;br;master
Vex;449;2.73:1;54.79%;2.2%;1.13%;183.99;11.825;br;master
Kled;447;2.29:1;51.23%;2.19%;0.48%;185.91;12.154;br;master
Illaoi;445;1.67:1;53.93%;2.18%;1.23%;212.4;12.281;br;master
Bel'Veth;444;2.79:1;54.28%;2.18%;1.69%;173.24;11.996;br;master
Graves;442;2.51:1;47.96%;2.17%;0.3%;203.56;13.116;br;master
Nocturne;440;2.82:1;46.59%;2.16%;1.32%;180.28;11.826;br;master
Trundle;435;2.28:1;48.28%;2.13%;0.99%;159.33;11.325;br;master
Lissandra;434;2.49:1;53%;2.13%;0.18%;189.44;11.163;br;master
Tahm Kench;414;2.42:1;50.97%;2.03%;0.11%;90.59;9.533;br;master
Renata Glasc;412;2.99:1;50.73%;2.02%;0.13%;29.53;8.047;br;master
Nasus;408;1.71:1;50.49%;2%;1.75%;179.81;10.896;br;master
Fizz;404;2.39:1;50.74%;1.98%;1.7%;176.55;12.213;br;master
Kalista;388;1.98:1;50.26%;1.9%;0.56%;196.86;12.673;br;master
Nunu & Willump;381;3.09:1;48.56%;1.87%;0.31%;158.72;10.924;br;master
Cassiopeia;356;2.00:1;56.46%;1.74%;1.04%;196.61;11.457;br;master
Olaf;355;1.88:1;56.9%;1.74%;1.04%;190.28;12.124;br;master
Shyvana;331;2.32:1;51.96%;1.62%;0.19%;225.12;12.721;br;master
Lillia;320;2.77:1;47.19%;1.57%;2.18%;186.31;11.773;br;master
Amumu;285;2.24:1;46.67%;1.4%;0.35%;141.61;10.508;br;master
Rammus;281;3.45:1;52.31%;1.38%;5.69%;164.26;11.311;br;master
Taric;279;2.74:1;49.82%;1.37%;0.06%;45.59;7.990;br;master
Skarner;241;2.91:1;44.81%;1.18%;1.12%;159.09;10.957;br;master
Sejuani;231;3.10:1;51.52%;1.14%;0.1%;153.68;10.856;br;master
Maokai;210;2.49:1;51.9%;1.03%;0.06%;83.97;8.937;br;master
Heimerdinger;187;2.03:1;53.48%;0.92%;0.17%;173.43;11.249;br;master
Yunara;559;2.29:1;50.63%;23.8%;37.59%;212.87;12.492;br;grandmaster
Nami;528;3.60:1;49.24%;22.48%;1.45%;23.1;7.985;br;grandmaster
Kai'Sa;502;2.41:1;49.4%;21.37%;3.16%;205.86;12.331;br;grandmaster
Karthus;455;2.09:1;55.82%;19.37%;6.54%;197.35;12.598;br;grandmaster
Sylas;422;2.33:1;45.26%;17.97%;11.7%;167.67;11.325;br;grandmaster
Karma;421;3.21:1;52.49%;17.93%;10.74%;33.11;7.820;br;grandmaster
Jhin;359;3.03:1;49.58%;15.29%;0.36%;193.59;11.668;br;grandmaster
Sona;359;3.44:1;51.81%;15.29%;8.81%;24.96;8.299;br;grandmaster
Zed;354;2.55:1;43.22%;15.07%;41.49%;196.64;12.322;br;grandmaster
Yasuo;341;1.72:1;56.89%;14.52%;27.14%;216.66;12.272;br;grandmaster
Soraka;316;3.53:1;49.68%;13.45%;5.12%;28.97;7.572;br;grandmaster
Corki;299;2.49:1;55.18%;12.73%;1.32%;211.92;12.345;br;grandmaster
Qiyana;295;2.82:1;52.2%;12.56%;57.27%;183.35;12.225;br;grandmaster
Viego;289;2.73:1;52.6%;12.31%;3.97%;179.3;12.349;br;grandmaster
Orianna;281;2.93:1;49.47%;11.96%;2.92%;203.79;11.412;br;grandmaster
Lulu;276;3.21:1;45.29%;11.75%;6.23%;25.51;7.548;br;grandmaster
Riven;273;1.86:1;50.55%;11.62%;16.82%;189.22;11.438;br;grandmaster
Poppy;273;2.53:1;54.58%;11.62%;5.45%;150.08;10.154;br;grandmaster
Ambessa;271;2.23:1;46.86%;11.54%;18.03%;188.07;11.220;br;grandmaster
Jax;269;2.21:1;54.28%;11.45%;18.71%;187.15;11.885;br;grandmaster
Ryze;265;2.32:1;53.21%;11.28%;1.52%;212.85;11.624;br;grandmaster
Ahri;262;3.00:1;51.15%;11.21%;0.88%;196.39;11.429;br;grandmaster
Ashe;247;2.60:1;55.87%;10.52%;1.43%;189.37;11.494;br;grandmaster
Ezreal;236;2.49:1;47.46%;10.05%;7.94%;200.12;11.604;br;grandmaster
Kassadin;231;2.71:1;53.25%;9.84%;19.5%;179.43;11.819;br;grandmaster
Aurora;225;2.72:1;54.67%;9.58%;12.95%;193.59;11.338;br;grandmaster
Ekko;224;2.80:1;47.77%;9.54%;7.79%;191.27;12.514;br;grandmaster
Nautilus;221;2.46:1;47.06%;9.41%;10.82%;41.24;8.107;br;grandmaster
Lucian;220;2.24:1;56.36%;9.37%;8.66%;211.98;12.307;br;grandmaster
Bard;218;3.09:1;48.62%;9.28%;4.89%;22.98;8.297;br;grandmaster
Aatrox;217;1.66:1;44.7%;9.28%;3.32%;187.93;10.789;br;grandmaster
Yone;213;1.36:1;42.72%;9.11%;2.16%;206.51;11.417;br;grandmaster
Kha'Zix;213;2.86:1;50.23%;9.07%;3.67%;190.2;12.779;br;grandmaster
Hwei;211;2.72:1;45.97%;9.03%;2.63%;191.35;10.941;br;grandmaster
Katarina;209;2.43:1;45.93%;8.9%;12.27%;176.11;12.113;br;grandmaster
Rakan;207;3.31:1;49.76%;8.86%;0.46%;26.77;7.766;br;grandmaster
Jayce;206;2.31:1;57.77%;8.77%;12.92%;208.39;12.268;br;grandmaster
Lee Sin;205;3.01:1;50.73%;8.73%;12.42%;166.18;11.720;br;grandmaster
Akali;203;2.36:1;48.77%;8.64%;8.5%;180.14;11.281;br;grandmaster
Vladimir;201;2.60:1;52.24%;8.56%;30.18%;195.71;11.477;br;grandmaster
Alistar;199;2.56:1;52.26%;8.47%;4.1%;21.38;7.542;br;grandmaster
Rell;197;3.04:1;51.27%;8.39%;8.66%;23.46;7.911;br;grandmaster
Senna;189;2.97:1;46.03%;8.05%;0.55%;115.84;10.437;br;grandmaster
Viktor;189;2.37:1;49.74%;8.05%;1.26%;203.83;11.587;br;grandmaster
Veigar;188;2.17:1;43.09%;8%;0.22%;186.2;10.898;br;grandmaster
Volibear;188;2.29:1;48.94%;8%;7.96%;183.49;11.370;br;grandmaster
Xin Zhao;185;2.58:1;45.41%;7.88%;1.87%;166.45;11.170;br;grandmaster
Talon;185;2.80:1;49.73%;7.88%;13.88%;204.25;12.849;br;grandmaster
Thresh;185;3.32:1;52.43%;7.88%;1.03%;27.75;7.988;br;grandmaster
Smolder;181;2.33:1;48.07%;7.74%;0.7%;220.8;12.316;br;grandmaster
Taliyah;180;2.48:1;42.78%;7.7%;1.97%;187.27;11.222;br;grandmaster
Shen;179;2.82:1;48.04%;8.03%;0.39%;156.96;9.725;br;grandmaster
Sivir;177;2.56:1;45.76%;7.54%;4.57%;225.75;12.097;br;grandmaster
Gangplank;177;2.48:1;53.11%;7.54%;2.96%;204.53;12.588;br;grandmaster
Rengar;169;2.78:1;57.99%;7.2%;35.05%;195.99;13.255;br;grandmaster
Lux;168;2.96:1;51.79%;7.19%;3.4%;185.01;11.520;br;grandmaster
Aphelios;166;2.10:1;48.8%;7.1%;1.33%;209.86;12.490;br;grandmaster
Neeko;165;2.66:1;56.97%;7.06%;1.36%;48.52;8.861;br;grandmaster
Mel;161;2.58:1;42.86%;6.86%;15.03%;188.2;12.046;br;grandmaster
Akshan;160;2.90:1;51.88%;6.84%;2.01%;191.35;13.048;br;grandmaster
Milio;156;4.02:1;52.56%;6.64%;5.36%;22.21;7.167;br;grandmaster
Varus;150;2.48:1;49.33%;6.39%;2.78%;201.76;11.936;br;grandmaster
Syndra;150;2.56:1;49.33%;6.39%;0.72%;208;12.374;br;grandmaster
Jinx;149;2.14:1;45.64%;6.34%;0.34%;204.72;11.659;br;grandmaster
Sett;146;2.16:1;56.16%;6.22%;0.98%;175.54;11.405;br;grandmaster
Gragas;143;2.09:1;55.94%;6.09%;0.86%;168.25;10.902;br;grandmaster
Pyke;140;2.30:1;47.86%;5.96%;30.62%;28.59;9.390;br;grandmaster
Renekton;139;1.96:1;46.76%;5.92%;10.81%;207.65;11.586;br;grandmaster
Pantheon;138;2.43:1;50%;5.88%;3.31%;142.63;11.364;br;grandmaster
Morgana;138;3.66:1;55.07%;5.88%;1.43%;92.62;9.526;br;grandmaster
Quinn;136;2.44:1;53.68%;5.79%;3.48%;180.08;12.452;br;grandmaster
Jarvan IV;134;3.54:1;53.73%;5.71%;0.57%;168.04;11.328;br;grandmaster
Udyr;132;3.20:1;53.03%;5.62%;12.36%;194.92;11.205;br;grandmaster
Camille;129;2.20:1;60.47%;5.52%;0.71%;184.36;11.826;br;grandmaster
Wukong;125;2.73:1;44.8%;5.35%;6.2%;166.46;11.304;br;grandmaster
Twitch;125;2.25:1;48%;5.32%;2.47%;161.66;11.399;br;grandmaster
Irelia;124;1.37:1;43.55%;5.28%;10.75%;220.44;12.260;br;grandmaster
Sion;124;2.29:1;44.35%;5.28%;0.4%;198.82;11.425;br;grandmaster
Anivia;124;2.58:1;51.61%;5.3%;1.87%;193.56;10.681;br;grandmaster
Seraphine;124;3.21:1;57.26%;5.3%;0.18%;102.82;9.234;br;grandmaster
Hecarim;120;2.67:1;42.5%;5.13%;3.43%;199;12.261;br;grandmaster
Kayle;119;1.97:1;47.9%;5.07%;1.56%;219;12.017;br;grandmaster
Fiora;118;1.71:1;57.63%;5.02%;11.6%;203.15;12.478;br;grandmaster
Kayn;117;2.14:1;41.88%;4.98%;12.56%;172.32;11.567;br;grandmaster
Zilean;117;3.32:1;49.57%;4.98%;1.34%;88.4;8.488;br;grandmaster
Draven;112;1.96:1;51.79%;4.77%;6.52%;200.51;13.025;br;grandmaster
Darius;112;1.66:1;53.57%;4.77%;12.05%;188.81;11.306;br;grandmaster
Master Yi;110;2.55:1;50%;4.68%;37.41%;179.87;12.116;br;grandmaster
Janna;110;3.70:1;53.64%;4.71%;0.33%;23.63;7.838;br;grandmaster
K'Sante;106;2.76:1;47.17%;4.51%;1%;181.86;10.905;br;grandmaster
Shaco;102;2.61:1;54.9%;4.34%;12.81%;175.17;12.615;br;grandmaster
Vi;100;3.34:1;60%;4.26%;0.53%;177.42;11.793;br;grandmaster
Kog'Maw;99;1.81:1;48.48%;4.22%;1.93%;193.88;11.737;br;grandmaster
Annie;96;2.42:1;58.33%;4.31%;0.57%;170.89;10.801;br;grandmaster
Nidalee;95;3.01:1;46.32%;4.26%;1.25%;160.86;11.593;br;grandmaster
Kalista;94;1.85:1;50%;4.45%;1.09%;190.41;12.202;br;grandmaster
Gwen;91;1.74:1;34.07%;3.87%;6.93%;199.41;11.878;br;grandmaster
Vayne;91;1.85:1;51.65%;3.87%;3.46%;183.81;11.533;br;grandmaster
Azir;91;2.20:1;51.65%;3.89%;0.63%;220.23;12.105;br;grandmaster
Lissandra;90;2.58:1;45.56%;4.21%;0.1%;187.87;10.740;br;grandmaster
Ziggs;90;2.97:1;51.11%;3.85%;0.72%;214.41;12.365;br;grandmaster
Blitzcrank;89;2.61:1;44.94%;3.79%;1.62%;24.82;7.964;br;grandmaster
Leona;86;3.05:1;58.14%;3.84%;0.43%;26.83;8.020;br;grandmaster
Fiddlesticks;85;2.93:1;48.24%;3.81%;0.85%;165.74;10.720;br;grandmaster
Yorick;84;1.75:1;38.1%;3.58%;7.53%;208.04;11.712;br;grandmaster
Rumble;84;1.99:1;46.43%;3.58%;0.66%;183.68;10.774;br;grandmaster
Dr. Mundo;84;2.53:1;48.81%;3.59%;0.38%;188.75;11.457;br;grandmaster
LeBlanc;83;3.40:1;45.78%;3.53%;17%;171.13;11.527;br;grandmaster
Brand;83;1.83:1;48.19%;3.73%;0.28%;157.07;10.145;br;grandmaster
Aurelion Sol;83;3.62:1;51.81%;3.75%;0.36%;185.83;11.728;br;grandmaster
Zeri;82;1.81:1;34.15%;3.69%;0.18%;216.8;12.023;br;grandmaster
Samira;81;2.28:1;43.21%;3.45%;1.17%;191.84;13.039;br;grandmaster
Braum;80;2.93:1;53.75%;3.41%;1.72%;22.44;7.256;br;grandmaster
Kennen;79;2.28:1;55.7%;3.36%;1.8%;184.76;11.377;br;grandmaster
Vel'Koz;77;2.59:1;42.86%;3.8%;0.19%;152.01;10.688;br;grandmaster
Xayah;76;2.23:1;40.79%;3.38%;0.23%;229.54;12.634;br;grandmaster
Garen;76;1.60:1;50%;3.41%;0.44%;214.79;12.659;br;grandmaster
Rek'Sai;75;3.39:1;52%;3.37%;1.22%;164.85;11.584;br;grandmaster
Zoe;75;3.11:1;53.33%;3.21%;0.65%;168.93;11.035;br;grandmaster
Diana;74;2.13:1;50%;3.5%;0.45%;178.7;11.501;br;grandmaster
Briar;73;2.14:1;47.95%;3.12%;0.57%;151.36;11.347;br;grandmaster
Swain;73;1.96:1;49.32%;3.12%;0.28%;86.42;8.920;br;grandmaster
Galio;72;2.55:1;50%;3.08%;1.07%;165.21;9.761;br;grandmaster
Zyra;70;2.40:1;50%;2.99%;0.18%;166.13;11.325;br;grandmaster
Elise;70;2.60:1;58.57%;2.98%;0.81%;104.06;10.280;br;grandmaster
Naafiri;67;2.63:1;50.75%;2.85%;6.87%;172.73;11.179;br;grandmaster
Caitlyn;67;2.21:1;52.24%;2.85%;3.53%;216.49;12.539;br;grandmaster
Tryndamere;67;2.26:1;58.21%;3.29%;0.29%;213.06;12.435;br;grandmaster
Nilah;65;2.28:1;43.08%;2.77%;2.09%;196.08;12.062;br;grandmaster
Cassiopeia;65;2.16:1;46.15%;3.03%;1.38%;210.23;11.659;br;grandmaster
Malphite;63;2.56:1;49.21%;2.68%;7.27%;178.67;10.462;br;grandmaster
Miss Fortune;62;2.27:1;45.16%;2.64%;0.15%;210.92;12.313;br;grandmaster
Ornn;61;2.08:1;49.18%;2.7%;0.06%;166.56;10.025;br;grandmaster
Trundle;60;2.80:1;41.67%;2.69%;1.17%;164.98;11.734;br;grandmaster
Kindred;60;2.69:1;56.67%;2.55%;1.82%;180.23;12.414;br;grandmaster
Renata Glasc;58;2.82:1;43.1%;2.85%;0.07%;24.91;7.254;br;grandmaster
Yuumi;54;3.59:1;38.89%;2.31%;0.73%;17.11;7.086;br;grandmaster
Tristana;53;1.97:1;37.74%;2.39%;0.61%;205.91;12.206;br;grandmaster
Zac;53;2.86:1;52.83%;2.27%;2.71%;158.7;10.296;br;grandmaster
Twisted Fate;53;3.19:1;66.04%;2.68%;0.31%;193.04;12.863;br;grandmaster
Bel'Veth;48;2.76:1;39.58%;2.05%;3.32%;148.13;10.661;br;grandmaster
Gnar;47;2.07:1;53.19%;2.01%;0.91%;201.79;11.361;br;grandmaster
Mordekaiser;43;1.69:1;37.21%;1.84%;1.38%;180.07;10.426;br;grandmaster
Graves;34;2.65:1;52.94%;1.65%;0.08%;186.32;12.337;br;grandmaster
Xerath;31;3.38:1;48.39%;1.39%;0.62%;185.77;11.854;br;grandmaster
Nocturne;31;3.19:1;58.06%;1.46%;0.46%;187;12.037;br;grandmaster
Amumu;28;2.19:1;42.86%;1.69%;0.11%;104.5;9.029;br;grandmaster
Maokai;26;2.36:1;42.31%;1.71%;0.01%;56.15;8.307;br;grandmaster
Olaf;24;1.70:1;33.33%;1.2%;0.38%;179.38;10.722;br;grandmaster
Skarner;24;3.34:1;50%;1.08%;0.7%;153.5;11.032;br;grandmaster
Urgot;22;2.11:1;54.55%;1.45%;0.05%;167.41;11.483;br;grandmaster
Evelynn;21;3.04:1;47.62%;0.9%;4.26%;169.67;12.298;br;grandmaster
Lillia;20;1.90:1;35%;0.89%;0.92%;163.7;9.956;br;grandmaster
Ivern;20;3.38:1;40%;0.86%;1.16%;114.1;9.497;br;grandmaster
Warwick;20;2.38:1;50%;1.28%;0.7%;177.7;11.809;br;grandmaster
Kled;19;2.50:1;57.89%;1.06%;0.14%;178.84;12.765;br;grandmaster
Cho'Gath;18;1.86:1;44.44%;1.02%;0.19%;166.39;9.492;br;grandmaster
Rammus;18;3.49:1;50%;0.77%;2.4%;137.39;10.617;br;grandmaster
Taric;18;3.05:1;55.56%;1.26%;0.2%;37.28;8.417;br;grandmaster
Tahm Kench;17;2.35:1;35.29%;1.11%;0.12%;38.71;7.735;br;grandmaster
Sejuani;16;3.19:1;50%;1.18%;0.17%;146.94;10.225;br;grandmaster
Malzahar;12;2.08:1;50%;0.6%;0.41%;202.67;11.282;br;grandmaster
Singed;11;1.38:1;45.45%;0.63%;0.53%;209;11.085;br;grandmaster
Teemo;11;1.66:1;54.55%;0.51%;1.4%;161.09;10.002;br;grandmaster
Nasus;10;1.24:1;30%;0.53%;0.74%;175.3;10.841;br;grandmaster
Nunu & Willump;7;2.22:1;71.43%;0.68%;0.44%;151.57;9.610;br;grandmaster
Shyvana;5;2.38:1;40%;0.87%;0.16%;232.4;13.218;br;grandmaster
Vex;5;5.67:1;80%;0.35%;0.4%;174.8;10.685;br;grandmaster
Illaoi;4;1.72:1;75%;0.25%;0.37%;216;13.415;br;grandmaster
Fizz;4;3.08:1;75%;0.27%;1.49%;156.75;9.499;br;grandmaster
Heimerdinger;;NaN:1;0%;;0.28%;NaN;NaN;br;grandmaster
Kai'Sa;194;2.49:1;47.42%;22.39%;3.82%;222.42;13.265;br;challenger
Zed;189;2.96:1;52.91%;21.74%;38.39%;201.2;12.670;br;challenger
Yunara;187;2.09:1;47.06%;21.51%;33%;218.83;12.701;br;challenger
Qiyana;184;3.09:1;47.28%;21.16%;58.29%;191.23;12.829;br;challenger
Ryze;157;2.48:1;47.13%;18.06%;1.07%;234.04;12.249;br;challenger
Sylas;156;2.25:1;43.59%;17.94%;11.12%;171.15;11.170;br;challenger
Ambessa;139;2.21:1;53.24%;16.05%;17.03%;195.99;11.087;br;challenger
Riven;134;1.92:1;51.49%;15.41%;23.21%;192.69;11.687;br;challenger
Jhin;132;2.90:1;47.73%;16.77%;0.52%;209.93;11.985;br;challenger
Bard;127;3.12:1;54.33%;14.66%;13.38%;24.24;8.383;br;challenger
Orianna;125;3.03:1;50.4%;14.43%;4.43%;211.63;11.632;br;challenger
Aurora;124;2.36:1;49.19%;14.26%;14.16%;197.87;11.133;br;challenger
Sona;120;3.70:1;51.67%;13.8%;10.03%;24.85;8.122;br;challenger
Corki;119;2.37:1;46.22%;13.69%;1.94%;217.5;12.226;br;challenger
